Sample	Polarity	Peak ID	Lipid name	RT (min)	Precursor m/z	Height	Area	Adduct	Formula	Ontology	InChIKey	Annotation tag	m/z matched	MS/MS matched	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N
VZ0000099_PL_Neg	NEG	10475	SM 62:2;O2|SM 40:2;O2/22:0	11.345	829.64441	9145011	112529449	[M+HCOO]-	C45H89N2O6P	SM	UCLWWTCDZKLHGY-INARCNGINA-N	410	True	True	0.930	0.969	0.937	4.00	2.00	2.594	1790.29
VZ0000099_PL_Neg	NEG	10640	GM3 41:1;O2	11.604	1249.81689	85194	1079346	[M-H]-	C64H118N2O21	GM3	ACRYMFGVGROESN-FCQUAONHNA-N	420	True	True	0.873	0.912	0.925	3.00	1.00	1.921	21.53
VZ0000099_PL_Neg	NEG	10651	PC 40:4	11.627	882.62372	138744	1656594	[M+HCOO]-	C48H88NO8P	PC	DDIJTWRVGORCFN-QXTOGSPWNA-N	420	True	True	0.867	0.971	0.900	5.00	1.00	1.921	39.41
VZ0000099_PL_Neg	NEG	10654	PC O-58:6|PC O-38:3_20:3	11.639	842.62915	164583	2259393	[M+HCOO]-	C46H88NO7P	EtherPC	WYIFXHMWDMCKKH-JOIBFBEQNA-N	410	True	True	0.875	0.977	0.885	4.00	2.00	2.559	9.48
VZ0000099_PL_Neg	NEG	10656	SM 66:5;O2|SM 42:3;O2/24:2	11.662	855.66083	840590	15205613	[M+HCOO]-	C47H91N2O6P	SM	SAFPQDBNJOKZOV-CBMSYKLZNA-N	410	True	True	0.917	0.969	0.920	3.00	2.00	2.583	280.49
VZ0000099_PL_Neg	NEG	10663	PC 38:2	11.721	858.62384	530972	6499560	[M+HCOO]-	C46H88NO8P	PC	ZQLPLCXRBVPKGP-DYMXKLMANA-N	420	True	True	0.896	0.963	0.929	9.00	1.00	1.938	83.01
VZ0000099_PL_Neg	NEG	10671	SM 62:2;O2|SM 40:2;O2/22:0	11.732	829.64490	263234	3482445	[M+HCOO]-	C45H89N2O6P	SM	UCLWWTCDZKLHGY-INARCNGINA-N	410	True	True	0.916	0.969	0.920	3.00	2.00	2.583	44.05
VZ0000099_PL_Neg	NEG	10689	SM 59:1;O2|SM 39:1;O2/20:0	11.826	817.64551	86933	1421175	[M+HCOO]-	C44H89N2O6P	SM	JZLHFUHATYARJO-MHAUTQJVNA-N	410	True	True	0.908	0.969	0.920	3.00	2.00	2.580	38.28
VZ0000099_PL_Neg	NEG	10692	SM 68:2;O2	11.886	843.66046	54255	738318	[M+HCOO]-	C46H91N2O6P	SM	CMFBHPBTIPJQCF-BOWZUKSANA-N	420	True	True	0.875	0.942	0.918	2.00	1.00	1.925	33.54
VZ0000099_PL_Neg	NEG	10697	SM 64:2;O2|SM 40:1;O2/24:1	11.957	831.66095	213824	2906979	[M+HCOO]-	C45H91N2O6P	SM	VACOKMDXYQOYCD-VHXPQNKSNA-N	410	True	True	0.897	0.961	0.920	3.00	2.00	2.576	42.75
VZ0000099_PL_Neg	NEG	10708	PC O-62:9|PC O-40:5_22:4	12.003	866.62842	45152	516425	[M+HCOO]-	C48H88NO7P	EtherPC	SJVIMEHEZSDCCE-BFAPQNTNNA-N	410	True	True	0.847	0.937	0.896	5.00	2.00	2.552	6.35
VZ0000099_PL_Neg	NEG	10711	SM 58:0;O2|SM 38:0;O2/20:0	12.014	805.64484	262897	3351812	[M+HCOO]-	C43H89N2O6P	SM	UGRZESKDAPEULH-UHFFFAOYNA-N	410	True	True	0.907	0.969	0.920	3.00	2.00	2.581	23.52
VZ0000099_PL_Neg	NEG	10724	PC 38:2	12.085	858.62415	221337	2912676	[M+HCOO]-	C46H88NO8P	PC	KXXLFCAPKGRXBT-BKJOTANUNA-N	420	True	True	0.862	0.953	0.905	7.00	1.00	1.917	39.06
VZ0000099_PL_Neg	NEG	10726	PE O-58:7|PE O-38:4_20:3	12.109	752.56104	157897	1924447	[M-H]-	C43H80NO7P	EtherPE	HQFUXXUGGNZWBH-MURDYDGNNA-N	410	True	True	0.766	0.910	0.692	2.00	2.00	2.438	6.77
VZ0000099_PL_Neg	NEG	10736	SM 62:2;O2|SM 40:2;O2/22:0	12.132	829.64520	57756	902629	[M+HCOO]-	C45H89N2O6P	SM	UCLWWTCDZKLHGY-INARCNGINA-N	410	True	True	0.888	0.964	0.920	3.00	2.00	2.576	4.42
VZ0000099_PL_Neg	NEG	10750	HexCer-NS d38:1; HexCer-NS d16:1/22:0; [M+FA-H]-	12.237	800.62671	91033	1261054	[M+HCOO]-	C44H85NO8	GlcCer_NS	IRYUYISTIPWPQG-QOSDPKFLNA-N	430	True	True	0.718	0.881	0.971	6.00	0.86	1.809	70.62
VZ0000099_PL_Neg	NEG	10763	SM 67:5;O2|SM 43:3;O2/24:2	12.306	869.67578	109717	1453239	[M+HCOO]-	C48H93N2O6P	SM	ORJJHIMATMVFDD-WTNYDWNINA-N	410	True	True	0.896	0.960	0.921	3.00	2.00	2.578	14.17
VZ0000099_PL_Neg	NEG	10828	SM 65:3;O2|SM 41:2;O2/24:1	12.374	843.66016	2554586	31418458	[M+HCOO]-	C46H91N2O6P	SM	MBAHHBLKGZXGQB-WCBWETCJNA-N	410	True	True	0.918	0.969	0.920	3.00	2.00	2.584	1597.21
VZ0000099_PL_Neg	NEG	10906	SM 62:1;O2|SM 39:1;O2/23:0	12.474	817.64435	3171978	43101510	[M+HCOO]-	C44H89N2O6P	SM	DZDNLWWCTCDASI-MHAUTQJVNA-N	410	True	True	0.920	0.969	0.920	3.00	2.00	2.585	570.79
VZ0000099_PL_Neg	NEG	10932	SM 66:4;O2|SM 42:2;O2/24:2	12.485	857.67566	248212	3327681	[M+HCOO]-	C47H93N2O6P	SM	CBFKTCFPFQDTSC-UDJAPEQQNA-N	410	True	True	0.922	0.969	0.920	3.00	2.00	2.585	42.61
VZ0000099_PL_Neg	NEG	10997	PC O-62:8|PC O-40:4_22:4	12.553	868.64386	116947	1508059	[M+HCOO]-	C48H90NO7P	EtherPC	CVUOILXZRKGCTJ-XXXLRELONA-N	410	True	True	0.840	0.958	0.888	4.00	2.00	2.551	9.69
VZ0000099_PL_Neg	NEG	11024	PC O-54:3|PC O-36:2_18:1	12.701	816.61334	161516	2456941	[M+HCOO]-	C44H86NO7P	EtherPC	SLADRSJRKVHHAA-YEUCEMRANA-N	410	True	True	0.890	0.911	0.950	6.00	2.00	2.577	44.72
VZ0000099_PL_Neg	NEG	11034	SM 68:4;O2|SM 43:3;O2/25:1	12.826	869.67578	122028	1871241	[M+HCOO]-	C48H93N2O6P	SM	RJQFNSZZVDCZTA-VXWLXCDZNA-N	410	True	True	0.922	0.969	0.920	3.00	2.00	2.585	73.13
VZ0000099_PL_Neg	NEG	11039	PC O-50:0|PC O-34:0_16:0	12.873	792.61285	118514	1459620	[M+HCOO]-	C42H86NO7P	EtherPC	GTFLTTXDLGEBAI-UHFFFAOYNA-N	410	True	True	0.867	0.970	0.877	4.00	2.00	2.554	11.63
VZ0000099_PL_Neg	NEG	11091	SM 64:2;O2|SM 41:2;O2/23:0	12.974	843.65991	3262089	41685652	[M+HCOO]-	C46H91N2O6P	SM	PENYJGUXTJATDH-NBGJCBSLNA-N	410	True	True	0.929	0.969	0.935	4.00	2.00	2.593	2026.91
VZ0000099_PL_Neg	NEG	11153	GM3 42:1;O2	13.165	1263.83240	142754	1999904	[M-H]-	C65H120N2O21	GM3	VLJMMIFJAUFREY-FCQUAONHNA-N	420	True	True	0.855	0.906	0.925	3.00	1.00	1.915	49.91
VZ0000099_PL_Neg	NEG	11162	PC O-54:2|PC O-36:1_18:1	13.281	818.62878	127445	1734619	[M+HCOO]-	C44H88NO7P	EtherPC	JDBBQTCNJFZWPL-LNVKXUELNA-N	410	True	True	0.878	0.974	0.879	4.00	2.00	2.558	4.89
VZ0000099_PL_Neg	NEG	11181	SM 64:2;O2|SM 41:2;O2/23:0	13.416	843.66003	209456	2217417	[M+HCOO]-	C46H91N2O6P	SM	PENYJGUXTJATDH-NBGJCBSLNA-N	410	True	True	0.911	0.958	0.940	4.00	2.00	2.589	80.62
VZ0000099_PL_Neg	NEG	11224	SM 66:3;O2|SM 42:2;O2/24:1	13.471	857.67560	1749852	11832754	[M+HCOO]-	C47H93N2O6P	SM	SUTDVWUQTJGTCQ-IMMYYDDQNA-N	410	True	True	0.920	0.969	0.921	3.00	2.00	2.585	310.48
VZ0000099_PL_Neg	NEG	11256	SM 62:1;O2|SM 40:1;O2/22:0	13.515	831.66010	1180635	7758901	[M+HCOO]-	C45H91N2O6P	SM	FJJANLYCZUNFSE-BSKJHSHCNA-N	410	True	True	0.908	0.969	0.920	3.00	2.00	2.582	199.49
VZ0000099_PL_Neg	NEG	11274	SM 64:0;O2	13.537	819.66028	249266	1494799	[M+HCOO]-	C44H91N2O6P	SM	BQRZETCZQZIORJ-UHFFFAOYNA-N	420	True	True	0.906	0.963	0.918	2.00	1.00	1.937	99.59
VZ0000099_PL_Neg	NEG	11304	PE O-54:3|PE O-36:2_18:1	13.592	728.56036	1274572	6941568	[M-H]-	C41H80NO7P	EtherPE	GHNXVMPBTBKJRP-CLFAGFIQNA-N	410	True	True	0.917	0.921	0.950	3.00	2.00	2.586	210.11
VZ0000099_PL_Neg	NEG	11337	AcylGlcADG 44:5; AcylGlcADG 14:1-14:1-16:3; [M-H]-	13.613	915.63385	720139	3882791	[M-H]-	C53H88O12	AcylGlcADG	JKHQDFQKWJGBOH-HDXHJJOFNA-N	430	True	True	0.263	0.507	0.902	1.00	0.33	1.146	61.04
VZ0000099_PL_Neg	NEG	11397	SM 66:3;O2|SM 42:2;O2/24:1	13.646	857.67535	60136725	351961474	[M+HCOO]-	C47H93N2O6P	SM	SUTDVWUQTJGTCQ-IMMYYDDQNA-N	410	True	True	0.922	0.969	0.920	3.00	2.00	2.585	10583.33
VZ0000099_PL_Neg	NEG	11465	SM 62:1;O2|SM 40:1;O2/22:0	13.698	831.65979	52299831	315705569	[M+HCOO]-	C45H91N2O6P	SM	FJJANLYCZUNFSE-BSKJHSHCNA-N	410	True	True	0.919	0.969	0.920	3.00	2.00	2.585	3249.42
VZ0000099_PL_Neg	NEG	11618	SM 70:4;O2|SM 44:3;O2/26:1	13.786	883.69116	800886	5041681	[M+HCOO]-	C49H95N2O6P	SM	BHQZOKHHTUEBBT-MPVKJZIJNA-N	410	True	True	0.904	0.968	0.920	3.00	2.00	2.581	299.48
VZ0000099_PL_Neg	NEG	11678	SM 66:2;O2|SM 42:2;O2/24:0	13.830	857.67572	38739092	210102717	[M+HCOO]-	C47H93N2O6P	SM	NNJDQABSYHSWLL-MFZOHDJKNA-N	410	True	True	0.925	0.969	0.920	3.00	2.00	2.586	6893.31
VZ0000099_PL_Neg	NEG	11735	AcylGlcADG 44:5; AcylGlcADG 14:1-14:1-16:3; [M-H]-	13.839	915.63361	1052315	7501292	[M-H]-	C53H88O12	AcylGlcADG	JKHQDFQKWJGBOH-HDXHJJOFNA-N	430	True	True	0.271	0.518	0.902	1.00	0.33	1.154	95.96
VZ0000099_PL_Neg	NEG	11821	SM 67:3;O2|SM 43:2;O2/24:1	13.924	871.69128	7139903	33940460	[M+HCOO]-	C48H95N2O6P	SM	IJAYJXRHIVTBSC-CQKYAMJZNA-N	410	True	True	0.916	0.969	0.921	3.00	2.00	2.584	5420.30
VZ0000099_PL_Neg	NEG	11956	SM 62:0;O2|SM 40:0;O2/22:0	13.989	833.67590	3130489	14943949	[M+HCOO]-	C45H93N2O6P	SM	FONAXCRWZQFJHY-UHFFFAOYNA-N	410	True	True	0.916	0.968	0.920	3.00	2.00	2.583	617.54
VZ0000099_PL_Neg	NEG	11977	HexCer-NS d42:2; HexCer-NS d18:1/24:1; [M+FA-H]-	13.997	854.67291	3519083	15728693	[M+HCOO]-	C48H91NO8	GlcCer_NS	PBAGXITYDFFJEO-DBOQMASJNA-N	430	True	True	0.774	0.915	0.977	6.00	0.86	1.832	905.46
VZ0000099_PL_Neg	NEG	12020	HexCer-NS d40:1; HexCer-NS d18:1/22:0; [M+FA-H]-	14.018	828.65759	4178742	19923447	[M+HCOO]-	C46H89NO8	GlcCer_NS	YIGARKIIFOHVPF-LAPDZXRHNA-N	430	True	True	0.752	0.912	0.978	6.00	0.86	1.826	531.24
VZ0000099_PL_Neg	NEG	12058	SM 68:3;O2|SM 43:2;O2/25:1	14.048	871.69104	1800733	8448885	[M+HCOO]-	C48H95N2O6P	SM	PUPRMEGREMBBOX-CQKYAMJZNA-N	410	True	True	0.910	0.963	0.921	3.00	2.00	2.582	1141.51
VZ0000099_PL_Neg	NEG	12128	SM 64:1;O2|SM 41:1;O2/23:0	14.080	845.67554	43598215	212604301	[M+HCOO]-	C46H93N2O6P	SM	SXZWBNWTCVLZJN-NHFVQZBWNA-N	410	True	True	0.933	0.969	0.936	4.00	2.00	2.594	14588.14
VZ0000099_PL_Neg	NEG	12204	HexCer-NS d42:2; HexCer-NS d18:2/24:0; [M+FA-H]-	14.117	854.67291	926656	4517614	[M+HCOO]-	C48H91NO8	GlcCer_NS	RVHBZEQSKCGIES-GHQHJQBONA-N	430	True	True	0.699	0.857	0.977	6.00	0.86	1.803	236.81
VZ0000099_PL_Neg	NEG	12244	SM 68:2;O2|SM 43:2;O2/25:0	14.174	871.69147	1095383	5791168	[M+HCOO]-	C48H95N2O6P	SM	DUTPZFSAQMYNDC-AVKVGXGONA-N	410	True	True	0.914	0.964	0.920	3.00	2.00	2.582	213.58
VZ0000099_PL_Neg	NEG	12422	Cer 62:0;O3	14.291	684.61517	349280	1685430	[M+HCOO]-	C40H81NO4	Cer_NP	CIMNZQFRNXDRER-UHFFFAOYNA-N	420	True	True	0.744	0.773	0.934	12.00	1.00	1.868	174.89
VZ0000099_PL_Neg	NEG	12460	SM 64:0;O2|SM 41:0;O2/23:0	14.314	847.69141	798544	3613973	[M+HCOO]-	C46H95N2O6P	SM	CRPAVAKPGRALOU-UHFFFAOYNA-N	410	True	True	0.907	0.961	0.920	3.00	2.00	2.580	341.56
VZ0000099_PL_Neg	NEG	12497	HexCer-NS d41:1; HexCer-NS d18:1/23:0; [M+FA-H]-	14.335	842.67303	2407130	10734271	[M+HCOO]-	C47H91NO8	GlcCer_NS	SJGWLQDELUWRDA-JMUUFCRMNA-N	430	True	True	0.757	0.909	0.976	6.00	0.86	1.826	335.47
VZ0000099_PL_Neg	NEG	12500	SM 70:3;O2|SM 44:2;O2/26:1	14.335	885.70709	902336	4020556	[M+HCOO]-	C49H97N2O6P	SM	COJKBLRMUQCLEJ-LYGVRWTHNA-N	410	True	True	0.922	0.964	0.933	4.00	2.00	2.590	630.68
VZ0000099_PL_Neg	NEG	12556	SM 66:1;O2|SM 42:1;O2/24:0	14.379	859.69122	63374566	318600095	[M+HCOO]-	C47H95N2O6P	SM	QEDPUVGSSDPBMD-OGSMZCTINA-N	410	True	True	0.924	0.969	0.921	3.00	2.00	2.586	14210.55
VZ0000099_PL_Neg	NEG	12726	SM 70:2;O2|SM 44:2;O2/26:0	14.461	885.70709	472896	2435165	[M+HCOO]-	C49H97N2O6P	SM	SPCYSRNERQUGKU-KBYGSKCXNA-N	410	True	True	0.898	0.939	0.938	4.00	2.00	2.581	365.23
VZ0000099_PL_Neg	NEG	12836	SM 67:1;O2|SM 43:1;O2/24:0	14.545	873.70691	4227677	19287452	[M+HCOO]-	C48H97N2O6P	SM	DEAHJYCNYIJKGM-OHYVAXEENA-N	410	True	True	0.916	0.969	0.921	3.00	2.00	2.584	1586.55
VZ0000099_PL_Neg	NEG	12925	SM 66:0;O2|SM 42:0;O2/24:0	14.583	861.70703	1005278	4534807	[M+HCOO]-	C47H97N2O6P	SM	SMJLGESYPKPRNU-UHFFFAOYNA-N	410	True	True	0.901	0.969	0.921	3.00	2.00	2.581	479.50
VZ0000099_PL_Neg	NEG	12982	HexCer-NS d42:1; HexCer-NS d18:1/24:0; [M+FA-H]-	14.604	856.68860	6382370	27899114	[M+HCOO]-	C48H93NO8	GlcCer_NS	POQRWMRXUOPCLD-MHAUTQJVNA-N	430	True	True	0.774	0.915	0.978	6.00	0.86	1.832	790.38
VZ0000099_PL_Neg	NEG	13036	SM 68:1;O2|SM 43:1;O2/25:0	14.649	873.70685	1870364	7787003	[M+HCOO]-	C48H97N2O6P	SM	JONXXLXMISNQNG-OHYVAXEENA-N	410	True	True	0.904	0.960	0.921	3.00	2.00	2.580	838.76
VZ0000099_PL_Neg	NEG	13094	HexCer-NS d50:5; HexCer-NS d26:3/24:2; [M+FA-H]-	14.720	960.74286	762797	3115743	[M+HCOO]-	C56H101NO8	GlcCer_NS	LOLHRQXHVRVNCN-AATDSHIKNA-N	430	True	True	0.058	0.830	0.107	2.00	0.33	0.908	792.99
VZ0000099_PL_Neg	NEG	13253	Cer 66:0;O3	14.837	712.64673	733754	3451011	[M+HCOO]-	C42H85NO4	Cer_NP	ZESJDNWGTANZCC-UHFFFAOYNA-N	420	True	True	0.908	0.942	0.951	12.00	1.00	1.946	460.17
VZ0000099_PL_Neg	NEG	13302	Cer 66:1;O3	14.865	710.63092	510326	2449814	[M+HCOO]-	C42H83NO4	Cer_AS	WAYLDHLWVYQNSQ-JMUUFCRMNA-N	420	True	True	0.796	0.918	0.939	12.00	1.00	1.912	770.27
VZ0000099_PL_Neg	NEG	13312	SM 70:1;O2|SM 44:1;O2/26:0	14.884	887.72284	429831	2450748	[M+HCOO]-	C49H99N2O6P	SM	VRAWSAPVSSLIRI-MZBAEZDSNA-N	410	True	True	0.897	0.952	0.938	4.00	2.00	2.584	403.95
VZ0000099_PL_Neg	NEG	13445	HexCer-NS d51:5; HexCer-NS d23:3/28:2; [M+Hac-H]-	15.080	988.77393	1362849	5876257	[M+CH3COO]-	C57H103NO8	GlcCer_NS	MBYWYFDODCKKBY-PUBYDEPONA-N	430	True	True	0.057	0.833	0.087	2.00	0.29	0.869	212.66
VZ0000099_PL_Neg	NEG	13556	HexCer-AP t51:3; HexCer-AP t30:2/21:1; [M-H]-	15.147	964.77460	492728	2482900	[M-H]-	C57H107NO10	GlcCer_AP	WRPADCLJBHRBCI-CYMOUDAJNA-N	430	True	True	0.387	0.810	0.804	1.00	0.14	1.156	442.92
VZ0000099_PL_Neg	NEG	13584	HexCer-AP t53:4; HexCer-AP t29:2/24:2; [M-H]-	15.193	990.79028	247735	1757350	[M-H]-	C59H109NO10	GlcCer_AP	MASWZTMEFGXFPO-GXGNBTDWNA-N	430	True	True	0.386	0.806	0.796	1.00	0.14	1.153	170.20
VZ0000099_PL_Neg	NEG	13666	HexCer-NS d53:5; HexCer-NS d29:3/24:2; [M+Hac-H]-	15.295	1016.80591	205448	1120979	[M+CH3COO]-	C59H107NO8	GlcCer_NS	PWVNTJOPDNNHSI-WVLKIGIMNA-N	430	True	True	0.071	0.837	0.127	2.00	0.29	0.899	92.61
VZ0000099_PL_Neg	NEG	13721	HexCer-NS d54:5; HexCer-NS d28:3/26:2; [M+FA-H]-	15.399	1016.80548	436271	1902576	[M+HCOO]-	C60H109NO8	GlcCer_NS	MBHVUUICXBRKJC-YXDIWRDNNA-N	430	True	True	0.075	0.848	0.132	2.00	0.33	0.931	267.03
VZ0000099_PL_Neg	NEG	13736	HexCer-AP t51:2; HexCer-AP t30:1/21:1; [M-H]-	15.422	966.78973	184434	796144	[M-H]-	C57H109NO10	GlcCer_AP	LRWVSDHTWIPKBX-UDNOFWMFNA-N	430	True	True	0.386	0.808	0.805	1.00	0.14	1.150	204.25
VZ0000099_PL_Neg	NEG	13747	HexCer-AP t53:3; HexCer-AP t30:2/23:1; [M-H]-	15.468	992.80585	213753	1115519	[M-H]-	C59H111NO10	GlcCer_AP	ZLQSGALGPRSTDL-JVCSLWRPNA-N	430	True	True	0.379	0.783	0.800	1.00	0.14	1.147	107.17
VZ0000099_PL_Neg	NEG	13938	AcylGlcADG 58:3; AcylGlcADG 18:1-18:2-22:0; [M-H]-	15.940	1115.85059	160433	748981	[M-H]-	C67H120O12	AcylGlcADG	BUEQSVKJRULSCQ-ZDVOTFCLNA-N	430	True	True	0.745	0.887	0.898	3.00	0.75	1.549	160432.80
VZ0000099_PL_Neg	NEG	14091	AcylGlcADG 58:2; AcylGlcADG 18:1-18:1-22:0; [M-H]-	16.173	1117.86572	518469	2470180	[M-H]-	C67H122O12	AcylGlcADG	TXDPCXQKRGGEOJ-VBZQPFBYNA-N	430	True	True	0.668	0.835	0.908	2.00	0.67	1.466	377.53
VZ0000099_PL_Neg	NEG	14175	AcylGlcADG 54:2; AcylGlcADG 18:0-18:1-18:1; [M-H]-	16.307	1061.83838	143759	1255660	[M-H]-	C63H114O12	AcylGlcADG	AYHVZFXLPJYTHO-CDAVXRBQNA-N	430	True	True	0.639	0.742	0.933	3.00	1.00	1.733	18.90
VZ0000099_PL_Neg	NEG	14252	AcylGlcADG 58:1; AcylGlcADG 18:1-20:0-20:0; [M-H]-	16.396	1119.88159	672591	3333148	[M-H]-	C67H124O12	AcylGlcADG	LABPQXHBGDVODU-MXNGAVTRNA-N	430	True	True	0.699	0.809	0.880	2.00	0.67	1.459	161.40
VZ0000099_PL_Neg	NEG	14267	AcylGlcADG 56:0; AcylGlcADG 16:0-18:0-22:0; [M-H]-	16.407	1093.86646	184358	841433	[M-H]-	C65H122O12	AcylGlcADG	USJLFISUDSQKBW-UHFFFAOYNA-N	430	True	True	0.673	0.844	0.899	3.00	0.75	1.523	40.94
VZ0000099_PL_Neg	NEG	14346	AcylGlcADG 56:2; AcylGlcADG 18:0-18:1-20:1; [M-H]-	16.541	1089.87048	547226	2894622	[M-H]-	C65H118O12	AcylGlcADG	KTHAMYSJKFQYSD-LBJSJSAUNA-N	430	True	True	0.743	0.917	0.884	4.00	1.00	1.767	547226.00
VZ0000099_PL_Neg	NEG	14382	AcylGlcADG 54:1; AcylGlcADG 18:0-18:0-18:1; [M-H]-	16.563	1063.85522	179736	886835	[M-H]-	C63H116O12	AcylGlcADG	YPMDMUQPVXTZGO-IKPAITLHNA-N	430	True	True	0.620	0.765	0.951	3.00	1.00	1.726	179736.40
VZ0000099_PL_Neg	NEG	14955	SM 70:2;O2	19.272	857.67554	66328	451733	[M+HCOO]-	C47H93N2O6P	SM	PKIKDCXYPZXCJK-XJCNIFQPNA-N	420	True	True	0.676	0.731	0.918	2.00	1.00	1.838	11.83
